Video,Type,Vid_num,Global,Action,Interaction
P04,noint,87,The students are taking a lecture in the classroom.,I am drinking water.,<none>
P04,noint,88,There are many students in the classroom.,I am eating something and listening to the lecture.,<none>
P04,noint,89,The professor is lecturing in front of the blackboard far away.,I am drinking a bottle of water with my left hand.,<none>
P04,noint,90,There are two large screens in front of the classroom.,I am sitting on a chair and taking a lecture.,<none>
P04,noint,91,Many students are sitting in the classroom chair listening to the lecture.,I am drinking a bottle of water with my left hand.,<none>
P04,noint,92,There are two large screens in front of the classroom.,I am eating with my hands and taking a lecture.,<none>
P04,noint,93,There are many students in the classroom.,I am looking down at the blackboard drinking water.,<none>
P04,noint,94,There are two large screens in front of the classroom.,I am eating something and listening to the lecture.,<none>
P04,noint,95,The professor is lecturing in front of the blackboard far away.,I am drinking a bottle of water with my left hand.,<none>
P04,noint,96,The boy sitting in front of me is reading a book in the classroom.,I am watching the man in front of me listening to the lecture.,<none>
P04,noint,97,There are many students in the classroom.,I am looking ahead and drinking water.,<none>
P04,noint,98,The boy sitting in front of me is eating bread in the classroom and listening to the lecture.,I am taking a lecture.,<none>
P04,noint,99,The students are taking a lecture in the classroom.,I am locking the lid of the bottle.,<none>
P04,noint,100,Many students are sitting in class chairs.,I am taking a lecture.,<none>
P04,noint,101,Many students are sitting in class chairs.,I check my cell phone.,<none>
P04,noint,102,The professor is giving a lecture in front of the classroom in front of the blackboard.,I look down at the professor's lecture.,<none>
P04,noint,103,An empty plate and a bottle of water are on the desk.,I am looking at an empty plate on my desk.,<none>
P04,noint,104,There are empty plates and bottles on the classroom desk.,I am shaking my hands.,<none>
P04,noint,105,Classroom chairs are arranged.,I wake up from my chair and pick up something that falls.,<none>
P04,noint,106,The students are getting up from their seats in the classroom.,I get up from my chair.,<none>
P04,noint,107,People are throwing garbage into a box.,I walk towards the man holding the box.,<none>
P04,noint,108,A man is passing by me.,I am touching something on the chair.,<none>
P04,noint,109,Students are walking around in the school building.,I go through the door and walk forward.,<none>
P04,noint,110,Two men are climbing the stairs in front of me.,I am climbing the stairs.,<none>
P04,noint,111,A woman in front of me is going out through the door.,I am turning left and going out through the door.,<none>
P04,noint,112,People are walking around the street.,I am walking along the street turning my head around.,<none>
P04,noint,113,People are walking around carrying bags.,I am using my cell phone while walking.,<none>
P04,noint,114,People are walking around the street.,I am walking along the street turning my head around.,<none>
P04,noint,115,There are many people in the building.,I enter the building through the door and look around the building.,<none>
P04,noint,116,Two people are coming down the stairs.,I am climbing the stairs.,<none>
P04,noint,117,People are enjoying their leisure time in the building.,I am looking around people.,<none>
P04,noint,118,People are sitting on a sofa chair in a rest area.,I am looking down at the sofa chair.,<none>
P04,noint,119,People walk around in the lobby of the building.,I see people walking by.,<none>
P04,noint,120,People are sitting on a sofa chair in a rest area.,I am looking down at the sofa chair.,<none>
P04,noint,121,People are walking around inside the building.,I am wandering around the building.,<none>
P04,noint,123,People are sitting on my left side of the shelter.,I am using my laptop.,<none>
P04,noint,124,People are walking in the hall of the building.,I am using my laptop.,<none>
P04,noint,125,My laptop is on my lap.,I am checking my cell phone while looking at my laptop.,<none>
P04,noint,126,People are walking around in the lobby of the building.,I am using my computer.,<none>
P04,noint,127,People are walking through the lobby of the building.,I am looking at something using my laptop.,<none>
P04,noint,128,People walk past me.,I use my laptop to see something.,<none>
P04,noint,129,There are people in the lobby of the building.,I am looking at my mobile phone while looking at my laptop.,<none>
P04,noint,130,The building's lights are brightly lit.,I am studying using my laptop.,<none>
P04,noint,131,The building's lights are brightly lit.,I touch my face while looking at my laptop.,<none>
P04,noint,132,There are several people in the shelter.,I am studying using my laptop.,<none>
P04,noint,133,People are talking in a shelter.,I am looking at my laptop.,<none>
P04,noint,134,People are relaxing in a shelter.,I am using my laptop.,<none>
P04,noint,135,My laptop is on my lap.,I am looking at a laptop and a cell phone.,<none>
P04,noint,136,My laptop is on my lap.,I am looking at my laptop.,<none>
P04,noint,137,People are sitting in the hall of the building.,I am checking my mobile phone by looking at my laptop.,<none>
P04,noint,138,People are sitting and talking in front of me in the distance.,I am looking at the laptop.,<none>
P04,noint,139,My laptop is left on in front of me.,I am using my laptop.,<none>
P04,noint,140,My laptop is in front of me.,I look at the laptop and turn my head to the right.,<none>
P04,noint,141,My laptop is left on in front of me.,I am typing using my laptop.,<none>
P04,noint,142,People are sitting in the hall of the building.,I am looking at my laptop.,<none>
P04,noint,143,People are sitting in the hall and talking to each other.,I am looking at my laptop and watching people sitting and talking.,<none>
P04,noint,144,People are sitting in the hall and talking to each other.,I am using my laptop.,<none>
P04,noint,145,People are sitting in the hall and doing their jobs.,I am sitting in the hall and looking around.,<none>
P04,noint,146,My laptop is left on in front of me.,I am using my laptop.,<none>
P04,noint,147,A woman is opening the door and entering the building lobby.,I am opening the door and looking at the woman coming in.,<none>
P04,noint,148,People are sitting in the hall talking to each other.,I am using my laptop.,<none>
P04,noint,149,A man is passing by me.,I am using my cell phone.,<none>
P04,noint,150,My laptop screen turns off.,I see my laptop.,<none>
P04,noint,151,The bag is lying on the floor.,I am closing my laptop and putting it in my bag.,<none>
P04,noint,152,People are sitting around me.,I wake up from my chair and look around.,<none>
P04,noint,153,People are taking a break at the corridor.,I am walking down the hall towards the stairs.,<none>
P04,noint,154,There are many people downstairs.,I am going down the stairs.,<none>
P04,noint,155,There are many people in the cafe.,I go past the hallway to the cafe.,<none>
P04,noint,156,Many people are sitting on the chair in the cafe.,I am walking forward looking at my cell phone.,<none>
P04,noint,157,"Standing in front of the door, the automatic door is opening.",I am walking towards the door.,<none>
P04,noint,158,The weather is clear outside.,I am going out through the door.,<none>
P04,noint,159,The road is shaded by the building.,I go down the stairs and turn left.,<none>
P04,noint,160,A woman is coming out of the building.,I am walking down the sidewalk with my head down.,<none>
P04,noint,161,A man in front of me is walking forward.,I am walking forward looking at my cell phone.,<none>
P04,noint,162,People are walking on the street.,I am walking on the street.,<none>
P04,noint,163,Several people are walking around the street.,I put my bag down on the bench.,<none>
P04,noint,164,My bag is on the bench chair.,I am fully locking my bag.,<none>
P04,noint,165,A car is passing by the road.,I am walking past the street towards the road to the car.,<none>
P04,noint,166,A car is passing by the road.,I am standing in front of the car's road.,<none>
P04,noint,167,There are no cars on the road.,I am walking forward with my head down across the road.,<none>
P04,noint,168,There are some people in the building.,I open the door and walk into the building.,<none>
P04,noint,169,A man is picking snacks at the market.,I am going into the market and looking at the cookies.,<none>
P04,noint,170,Various kinds of chocolate are displayed in the mart.,I am looking at the chocolate on display.,<none>
P04,noint,171,Various kinds of drinks and refreshments are on display.,I am looking around at the cookies.,<none>
P04,noint,172,A man is talking to a mart waitress.,I am looking at the woman at the mart.,<none>
P04,noint,173,He buys drinks.,I am looking at a mart girl and a man.,<none>
P04,noint,174,There are not many people in the building.,I am walking out of the mart to the door.,<none>
P04,noint,175,People are coming up the stairs towards the door.,I am getting out of the building through the door.,<none>
P04,noint,176,Several people are walking around the street.,I am walking down the stairs and across the road.,<none>
P04,noint,177,There are several people on the street.,I put my bag down on the chair for a while.,<none>
P04,noint,178,A woman is passing by me.,I am looking around.,<none>
P04,noint,179,Two women are walking along the road.,I am walking along the road by the car.,<none>
P04,noint,180,Trees are making shade by the road.,I am walking forward.,<none>
P04,noint,181,People are sitting on the table under the shade of a tree.,I am walking outside.,<none>
P04,noint,182,Some people are sitting under the shade of a tree.,I am walking towards the table and pulling out a chair.,<none>
P04,noint,183,The shade of the trees shade the table from the sun.,I am drinking water.,<none>
P04,noint,184,There is a bottle of water on the table.,I am looking for something in my bag.,<none>
P04,noint,185,There is a bottle of water on the table.,I am taking paper out of my bag.,<none>
P04,noint,186,There are paper and a water bottle on the desk.,I am sitting in a chair and looking at the paper.,<none>
P04,noint,187,There are paper and a water bottle on the desk.,I am moving the water bottle.,<none>
P04,noint,188,There are trees in the garden.,I am looking at the trees in the garden.,<none>
P04,noint,189,The bag is on the chair.,I am taking my laptop out of my bag.,<none>
P04,noint,190,There are trees in the garden.,I am holding the bottle with my head turned to the left.,<none>
P04,noint,191,There is a bottle of water on the table.,I am drinking water.,<none>
P04,noint,192,There are trees in the garden.,I am looking at the trees in the garden.,<none>
P04,noint,193,There is a bottle of water and a laptop on the outdoor table.,I am opening my laptop.,<none>
P04,noint,194,The laptop is on the table.,I am taking something out of my bag.,<none>
P04,noint,195,The laptop is on the table.,I am typing in my laptop.,<none>
P04,noint,196,The laptop is on the table with its lights on.,I am eating chocolate and watching a laptop.,<none>
P04,noint,197,The laptop is on the table with its lights on.,I am looking at something using my laptop.,<none>
P04,noint,198,A laptop and a bottle of water are on the outdoor terrace table.,I am eating something while looking at my laptop.,<none>
P04,noint,199,A laptop and a bottle of water are on the outdoor terrace table.,I am using a laptop in my chair.,<none>
P04,noint,200,A laptop and a bottle of water are on the outdoor terrace table.,I am eating something while looking at my laptop.,<none>
P04,noint,201,People are sitting on an outdoor terrace talking to each other.,I look up at people.,<none>
P04,noint,202,People are sitting on an outdoor terrace doing something for themselves.,I got out of my chair and walked around.,<none>
P04,noint,203,There is a wastebasket in front of the building.,I am walking to the wastebasket.,<none>
P04,noint,204,People are sitting on an outdoor terrace.,I am walking to the table where my laptop is sitting.,<none>
P04,noint,205,A laptop and a bottle of water are on the table.,I sit in a chair.,<none>
P04,noint,206,A laptop and a bottle of water are on the table.,I am using my laptop.,<none>
P04,noint,207,The laptop is left on the table with its power on.,I am looking at the laptop with my hands crossed.,<none>
P04,noint,208,The laptop is left on the table with its power on.,I am using my laptop.,<none>
P04,noint,209,A laptop and a bottle of water are on the outdoor terrace table.,I take off my glasses and wear them again.,<none>
P04,noint,210,A laptop and a bottle of water are on the outdoor terrace table.,I am looking at my laptop.,<none>
P04,noint,211,A laptop and a bottle of water are on the outdoor terrace table.,I am taking the pencil case out of the bag and taking the pen out of the pencil case.,<none>
P04,noint,212,A laptop and a bottle of water are on the outdoor terrace table.,I am using my laptop.,<none>
P04,noint,213,A laptop and a bottle of water are on the outdoor terrace table.,I am looking for something in my bag.,<none>
P04,noint,214,A laptop and a bottle of water are on the outdoor terrace table.,I am using my laptop.,<none>
P04,noint,215,The laptop is left on an outdoor patio table with its power on.,I am taking a notebook out of my bag.,<none>
P04,noint,216,A laptop and a bottle of water are on the outdoor terrace table.,I am reading a book.,<none>
P04,noint,217,A laptop and a bottle of water are on the outdoor terrace table.,I put the book under the laptop and look at the laptop.,<none>
P04,noint,218,A laptop and a bottle of water are on the outdoor terrace table.,I am touching my face with my hands.,<none>
P04,noint,219,A laptop and a bottle of water are on the outdoor terrace table.,I am using my laptop.,<none>
P04,noint,220,A laptop and a bottle of water are on the outdoor terrace table.,I am using my laptop.,<none>
P04,noint,221,A laptop and a bottle of water are on the outdoor terrace table.,I am using my laptop.,<none>
P04,noint,222,There is a laptop on the outside terrace desk.,I am sitting in a chair and looking at my laptop.,<none>
P04,noint,223,A laptop and a bottle of water are on the outdoor terrace table.,I am looking at my laptop.,<none>
P04,noint,224,A laptop and a bottle of water are on the outdoor terrace table.,I am looking at my laptop.,<none>
P04,noint,225,The laptop is left on an outdoor patio table with its power on.,I am holding the laptop with one hand and looking at the laptop.,<none>
P04,noint,226,"There is a laptop, a bottle of water and glasses on the outside terrace desk.",I hold the bottle with my left hand.,<none>
P04,noint,227,A laptop and a bottle of water are on the outdoor terrace table.,I am looking at my laptop.,<none>
P04,noint,228,A laptop and a bottle of water are on the outdoor terrace table.,I am looking at my laptop.,<none>
P04,noint,229,There is a laptop on the outside terrace desk.,I am using my laptop.,<none>
P04,noint,230,"There is a laptop, a bottle of water and glasses on the outside terrace desk.",I put my foot on the chair and my laptop on my lap.,<none>
P04,noint,231,My face is reflected on the laptop.,I am sitting and using my laptop.,<none>
P04,noint,232,A man is sitting on an outdoor terrace looking at his laptop.,I am looking at a man sitting with his head turned to the left.,<none>
P04,noint,233,"Water bottles, glasses, and paper are on the outside terrace table.",I am using my laptop.,<none>
P04,noint,234,A man is sitting on an outdoor terrace.,I am using my laptop.,<none>
P04,noint,235,My face is reflected on the laptop.,I am looking at the laptop with a pen.,<none>
P04,noint,236,My laptop is on my lap.,I am looking at the laptop touching the lid of my pen.,<none>
P04,noint,237,My laptop is on my lap.,I am reading on my laptop.,<none>
P04,noint,238,My laptop is on my lap.,I am reading on my laptop.,<none>
P04,noint,239,A man is sitting on an outdoor terrace looking at his laptop.,I am writing something on my notebook looking at my laptop.,<none>
P04,noint,240,My face is reflected on the laptop.,I am using my laptop.,<none>
P04,noint,241,My laptop is on my lap.,I turn my head to the right and look at the note and look at the laptop again.,<none>
P04,noint,242,My face is reflected on the laptop.,I am using my laptop.,<none>
P04,noint,243,A person in front of me is sitting on an outdoor terrace.,I am using my laptop.,<none>
P04,noint,244,A man is sitting on an outdoor terrace looking at his laptop.,I am reading on my laptop.,<none>
P04,noint,245,There are paper and water bottle on the outdoor terrace table.,I pick up my laptop and take it to my desk.,<none>
P04,noint,246,There is a bottle of water and paper on the outside terrace table.,I put my laptop on the table and paper and notebook.,<none>
P04,noint,247,A man is sitting in front of me on the outdoor terrace.,I am looking around.,<none>
P04,noint,248,A laptop and a bottle of water are on the outdoor terrace table.,I hold the laptop with one hand.,<none>
P04,noint,249,My bag is on an outdoor terrace chair.,I am taking something out of my bag.,<none>
P04,noint,250,A laptop and a bottle of water are on the outdoor terrace table.,I am wiping the cell phone screen with my hands.,<none>
P04,noint,251,A laptop and a bottle of water are on the outdoor terrace table.,I am drinking water.,<none>
P04,noint,252,Some people are sitting on an outdoor terrace.,I am looking at people on the open terrace.,<none>
P04,noint,253,There are several trees in the garden.,I turn my head to the left and look at the trees in the garden.,<none>
P04,noint,254,A laptop and a bottle of water are on the outdoor terrace table.,I am looking at my laptop.,<none>
P04,noint,255,The laptop is left on the outside terrace desk with the lights on.,I am reading by picking up my laptop with my fingers.,<none>
P04,noint,256,The laptop is left on the outside terrace desk with the lights on.,I am reading on my laptop.,<none>
P04,noint,257,A laptop and a bottle of water are on the outdoor terrace table.,I am wiping the laptop screen with my hands.,<none>
P04,noint,258,A laptop and a bottle of water are on the outdoor terrace table.,I am looking at my laptop.,<none>
P04,noint,259,A laptop and a bottle of water are on the outdoor terrace table.,I am looking at the laptop with my hands moving.,<none>
P04,noint,260,A laptop and a bottle of water are on the outdoor terrace table.,I am using my laptop.,<none>
P04,noint,261,There are tables and chairs around.,I am getting out of my chair and organizing my luggage.,<none>
P04,noint,262,Some people are sitting in outdoor terrace chairs.,I am looking around.,<none>
P04,noint,263,There is nobody on the street.,I am walking on the street.,<none>
P04,noint,264,There are several people sitting inside the building.,I am entering the building through the door.,<none>
P04,noint,265,People are sitting in chairs and doing something for themselves.,I am walking towards sofa chair.,<none>
P04,noint,266,A woman is sitting in a chair looking at her laptop.,I walk to the chair and turn around.,<none>
P04,noint,267,A woman is sitting in a chair looking at her laptop.,I am opening my bag and taking out my laptop.,<none>
P04,noint,268,There is a bottle of water and a cell phone on the table.,I am opening my laptop.,<none>
P04,noint,269,There is a laptop on the table.,I am putting the printed matter on my laptop into my bag.,<none>
P04,noint,270,A woman is using a laptop in a chair.,I am looking at the woman in front of me and turning my head to the left looking at my laptop.,<none>
P04,noint,271,People are walking by in front of me.,I am turning on my laptop.,<none>
P04,noint,272,Two people pass by the cafe in front of me.,I am using a laptop sitting in a chair.,<none>
P04,noint,273,A woman is sitting in a chair looking at her laptop.,I turn my head to the right and look at my computer again.,<none>
P04,noint,274,A man is coming down the stairs.,I look forward for a moment.,<none>
P04,noint,275,People are walking past the cafe in front of me.,I am using my laptop.,<none>
P04,noint,276,People are walking past the cafe in front of me.,I am using my laptop.,<none>
P04,noint,277,People are walking past the cafe in front of me.,I am using my laptop.,<none>
P04,noint,278,People are walking past the cafe in front of me.,I am searching using my laptop.,<none>
P04,noint,279,People are walking past the cafe in front of me.,I am using my laptop.,<none>
P04,noint,280,A woman is sitting face to face with me and looking at her laptop.,I am looking around.,<none>
P04,noint,281,People are sitting on a sofa chair.,I am walking around the building looking around.,<none>
P04,noint,282,My laptop is on the chair.,I sit in a chair and watch my laptop.,<none>
P04,noint,283,There are many people sitting in the cafe.,I am using my laptop.,<none>
P04,noint,284,My laptop is on the chair.,I am closing my laptop.,<none>
P04,noint,285,People pass by the cafe in front of me.,I stand up from my chair and look around.,<none>
P04,noint,286,The weather is nice outside the building.,I am going out through the door.,<none>
P04,noint,287,There are several bicycles standing on my left.,I am walking down the stairs.,<none>
P04,noint,288,People are walking on the opposite street.,I am walking down the street looking at the floor.,<none>
P04,noint,289,People are walking around the street.,I am walking on the street.,<none>
P04,noint,290,There is not a car on the road.,I am crossing the road.,<none>
P04,noint,291,People are walking around the street.,I am going up the stairs.,<none>
P04,noint,292,People are going up and down the stairs.,I am going up the stairs.,<none>
P04,noint,293,There are cars on the road.,I am walking on the street.,<none>
P04,noint,294,There is a big tree by the side of the road.,I look up at the tree while walking down the street.,<none>
P04,noint,295,The people are walking on the opposite side.,I am walking down the street by the car road.,<none>
P04,noint,296,People are coming out of the building.,I am entering the building through the door.,<none>
P04,noint,297,There is no one on the stairs.,I am going up the stairs.,<none>
P04,noint,298,The hall lights are brightly lit.,I am opening the door and entering the hallway.,<none>
P04,noint,299,The hall walls and doors of the building are posted.,I am looking at the hallway wall and the information door.,<none>
P04,noint,300,There are students in the classroom.,I am walking down the hall.,<none>
P04,noint,301,There is a man standing in the office.,I turn around in front of the door.,<none>
P04,noint,302,A man is coming out of the corridor door.,I am walking down the hall.,<none>
P04,noint,303,There is no one in the elevator.,I go into the elevator.,<none>
P04,noint,304,I am the only one in the elevator.,I am standing in the elevator.,<none>
P04,noint,305,There is nobody in the corridor,I go out of the elevator and turn right.,<none>
P04,noint,306,There is nobody in the corridor,I turn my head to the right.,<none>
P04,noint,307,In front of me there is a staircase facing down.,I an opening the door and walking towards the stairs.,<none>
P04,noint,308,There is a door at the end of the stairs.,I am walking down the stairs towards the door.,<none>
P04,noint,309,There are several bicycles in front of the building.,I am opening the door and going out of the building.,<none>
P04,noint,310,Several bicycles are built in front of the building.,I am walking past the building.,<none>
P04,noint,311,There are two cars parked next to the building.,I am walking past the building.,<none>
P04,noint,312,There are many people walking around the street.,I am walking on the street.,<none>
P04,noint,313,People are walking around the street.,I am walking forward drinking water.,<none>
P04,noint,314,People are walking around the street.,I am walking on the street.,<none>
P04,noint,315,People are going through automatic doors into the building.,I am entering the building through the automatic door.,<none>
P04,noint,317,A woman is walking forward in the building.,I am following a woman.,<none>
P04,noint,318,People are walking around in the building.,I am walking around.,<none>
P04,noint,319,A woman is riding down the escalator.,I am riding down the escalator.,<none>
P04,noint,320,People are walking around the building.,I am walking forward drinking water.,<none>
P04,noint,321,Sunlight is coming through the clear door.,I am walking towards the door.,<none>
P04,noint,322,Two women in front of me are opening the water and going out.,I am getting out of the building through the door.,<none>
P04,noint,323,The car is parked on the road.,I am crossing the road after walking down the stairs.,<none>
P04,noint,324,Several people are walking around the square.,I am walking past the square towards the building.,<none>
P04,noint,325,A cleaner is cleaning the door glass.,I am opening the door and entering the building.,<none>
P04,noint,326,A woman turns left in front of me in the building.,I walk forward.,<none>
P04,noint,327,People are walking in the same direction as me inside the building.,I am walking forward.,<none>
P04,noint,328,A woman gets off the elevator.,I go into the elevator.,<none>
P04,noint,329,I am the only one in the elevator.,I am standing in the elevator.,<none>
P04,noint,330,There is no one in the elevator.,I get off the elevator and walk forward.,<none>
P04,noint,331,There are many books in the library.,I am looking for a book.,<none>
P04,noint,332,The library has desks and chairs.,I am walking to the library chair.,<none>
P04,noint,333,There are a desk and a chair in front of me in the library.,I put my cell phone and a bottle of water on the desk.,<none>
P04,noint,334,There is a window next to the library desk.,I am taking out the charger with my laptop on my desk.,<none>
P04,noint,335,The library desk has a bottle of water and a cell phone.,I pick up my cell phone.,<none>
P04,noint,336,The laptop is left on the desk in the library with a charger in it.,I am looking around the library.,<none>
P04,noint,337,The sun is coming through the window of the library in front of me.,I put my foot on the chair and my laptop on my lap.,<none>
P04,noint,338,My laptop is on my lap.,I am using my laptop.,<none>
P04,noint,339,There are buildings and trees outside.,I am looking out through the window.,<none>
P04,noint,340,My laptop is on my lap.,I am using my laptop to search for something.,<none>
P04,noint,341,My laptop is on my lap.,I am using my laptop.,<none>
P04,noint,342,My laptop is on my lap.,I am touching my nails.,<none>
P04,noint,343,My laptop is on my lap.,I am typing using my laptop.,<none>
P04,noint,344,My laptop is on my lap.,I am fiddling with my hands looking at my laptop.,<none>
P04,noint,345,My laptop is on my lap.,I am using my laptop.,<none>
P04,noint,346,My bag is on the floor of the library.,I am looking for something in my bag.,<none>
P04,noint,347,My laptop is on the chair.,I am putting lotion on my hands.,<none>
P04,noint,348,My laptop is sitting on a chair and charging.,I am taking a pencil case out of my bag.,<none>
P04,noint,349,My laptop is on the chair with its power on.,I am getting something out of the pencil case.,<none>
P04,noint,350,My laptop is on the chair with its power on.,I am taking the paper out of my bag and putting it back in.,<none>
P04,noint,351,My laptop is on.,I bring my laptop near.,<none>
P04,noint,352,My laptop is on.,I am fiddling with my hands looking at my laptop.,<none>
P04,noint,353,My laptop is on the chair.,I am taking a piece of paper out of my bag and looking at my writing.,<none>
P04,noint,354,There are pencil cases and cell phones on the desk.,I am taking a pencil out of the pencil case and writing on the paper.,<none>
P04,noint,355,My laptop is on.,I am fiddling with my hands looking at my laptop.,<none>
P04,noint,356,My laptop is on my lap.,I am using my laptop.,<none>
P04,noint,357,My laptop is on.,I am fiddling with my hands looking at my laptop.,<none>
P04,noint,358,My laptop is on my lap.,I am using my laptop.,<none>
P04,noint,359,My laptop is on my lap.,I am fiddling with my hands looking at my laptop.,<none>
P04,noint,360,My laptop is on my lap.,I am using my laptop.,<none>
P04,noint,361,My laptop is on my lap.,I am fiddling with my hands looking at my laptop.,<none>
P04,noint,362,My laptop is on.,I am looking at my laptop.,<none>
P04,noint,363,My laptop is equipped with a charger.,I take my pen out of the pencil case and pick up my notebook.,<none>
P04,noint,364,My laptop is on.,I am writing something in my notebook while watching my laptop.,<none>
P04,noint,365,There is a pencil case on the desk.,I am taking the white out of the pencil case and erasing the writing.,<none>
P04,noint,366,My laptop is on.,I am writing something in my notebook while watching my laptop.,<none>
P04,noint,367,My laptop is on.,I am writing something in my notebook while watching my laptop.,<none>
P04,noint,368,My laptop is on.,I am writing in my notebook using various pens.,<none>
P04,noint,369,My laptop is on.,I am writing something in my notebook while watching my laptop.,<none>
P04,noint,370,There are a pencil case and pens on the desk.,I am putting my notebook on the desk.,<none>
P04,noint,371,My laptop is on.,I take a notebook and put it on the laptop.,<none>
P04,noint,372,My laptop is on.,I look at the laptop and move the notebook from left to right.,<none>
P04,noint,373,My laptop is on my lap.,I am using my laptop.,<none>
P04,noint,374,My laptop is on my lap.,I am using my laptop.,<none>
P04,noint,375,My laptop is on my lap.,I am using a laptop while touching my pen.,<none>
P04,noint,376,My laptop is on my lap.,I am looking at my laptop with my elbow on it.,<none>
P04,noint,377,My laptop is on my lap.,I am working on my laptop.,<none>
P04,noint,378,My laptop is on a chair.,I am using my laptop to search.,<none>
P04,noint,379,My laptop is on my lap.,I turn off and close the laptop.,<none>
P04,noint,380,The sun is coming through the window in front of me.,I lower my legs from the chair and put my laptop on the chair.,<none>
P04,noint,381,My laptop is on the chair in front of me.,I am turning the pages of my notebook.,<none>
P04,noint,382,My laptop is on the chair.,I am taking the file out of my bag and organizing it.,<none>
P04,noint,383,A notebook is sitting open on the chair.,I am using my cell phone.,<none>
P04,noint,384,A notebook is sitting open on the chair.,I am putting my cell phone on the desk.,<none>
P04,noint,385,There are notebook and paper on the chair.,I am organizing the files.,<none>
P04,noint,386,My laptop is being charged with sitting on a chair.,I insert a piece of paper into the file.,<none>
P04,noint,387,There is a pencil case on the desk.,I am taking my hairpin out of the pencil case.,<none>
P04,noint,388,My laptop is on the chair.,I am arranging the papers.,<none>
P04,noint,389,My bag is on the floor next to my desk.,I am taking something out of my bag.,<none>
P04,noint,390,"A laptop, paper and a notebook are on the chair.",I am picking up the paper with a stamp.,<none>
P04,noint,391,There are a laptop and a notebook on the chair.,I am putting something in my bag.,<none>
P04,noint,392,There are a laptop and a notebook on the chair.,I put a notebook on my laptop.,<none>
P04,noint,393,There are a laptop and a notebook on the chair.,I put the pens next to the notebook.,<none>
P04,noint,394,There are a notebook and pens on the chair.,I am looking at my notebook.,<none>
P04,noint,395,"There are notebook, pen and cell phone on the chair.",I have a pen in my left hand.,<none>
P04,noint,396,The trees are shaking in the wind.,I am looking at the window.,<none>
P04,noint,397,"There are notebook, pen and cell phone on the chair.",I am marking something with a pen in my notebook.,<none>
P04,noint,398,There are a notebook and pens on the chair.,I am looking at my notes with a pen.,<none>
P04,noint,399,There are a notebook and pens on the chair.,I am marking something with my pen while reading the note.,<none>
P04,noint,400,There is a notebook on the chair.,,<none>
P04,noint,401,There are papers in front of me.,I am writing in my notebook looking at my notes.,<none>
P04,noint,402,There are a cell phone and a notebook on the chair.,I am picking up the pens with my left hand.,<none>
P04,noint,403,There are notebook and papers on the chair.,I use my cell phone to see something.,<none>
P04,noint,404,The paper is full of things.,I am holding a note with my right hand and writing something.,<none>
P04,noint,405,There is a notebook on the chair.,I am holding my face with my hands.,<none>
P04,noint,406,Sunlight is coming through the windows of the building.,I am looking at the floor of the building.,<none>
P04,noint,407,There are notebook and notes in front of me.,I look at the note and put it on the desk.,<none>
P04,noint,408,There are papers on the chair.,I am touching my face with my hands.,<none>
P04,noint,409,There is a cell phone on the desk.,I check something with my cell phone.,<none>
P04,noint,410,There are papers on the chair.,I am arranging the papers.,<none>
P04,noint,411,My laptop is on the chair.,I open my laptop and turn it on.,<none>
P04,noint,412,There are trees and buildings through the window.,I look up at the window.,<none>
P04,noint,1,There are some stuff on the table in the room.,I am looking forward.,<none>
P04,noint,2,There are some stuff on the table in the room.,I am lifting the fluorescent fan.,<none>
P04,noint,3,There are paper and book and cup on the desk.,I am looking down.,<none>
P04,noint,4,Someone put the fan down on the desk.,I put down my fluorescent fan.,<none>
P04,noint,5,someone is touching the paper.,I am moving the paper.,<none>
P04,noint,6,There are some stuff on the table in the room.,I am lifting papers and turning pages.,<none>
P04,noint,7,There are paper and book and cup on the desk.,I am reading a paper.,<none>
P04,noint,8,There are many stuff in the room and sun is shining.,I am raising my head and repair the equipment.,<none>
P04,noint,9,There are some stuff on the table in the room.,I am looking at the printout.,<none>
P04,noint,10,There are paper and book and cup on the desk.,I turn my head to the left and use cellphone.,<none>
P04,noint,11,There are some stuff on the table in the room.,I am reading a paper.,<none>
P04,noint,12,The paper is flipped on the table.,I am flipping the paper.,<none>
P04,noint,13,There are paper and book and cup on the desk.,I am reading a paper.,<none>
P04,noint,14,There are some stuff on the table in the room.,I am lifting papers and turning pages.,<none>
P04,noint,15,There are many stuff in the room and sun is shining.,I am raising my head and repair the equipment.,<none>
P04,noint,16,There are paper and book and cup on the desk.,I am gazing at the table.,<none>
P04,noint,17,There are paper and book and cup on the desk.,I am flipping the paper.,<none>
P04,noint,18,There are things on the table in front of the desk in my room.,I am gazing at the table.,<none>
P04,noint,19,There are things on the table in front of the desk in my room.,I am lifting papers and turning pages.,<none>
P04,noint,20,There are many stuff in the room and sun is shining.,I am raising my head and repair the equipment.,<none>
P04,noint,21,There are many stuff in the room and sun is shining.,I am looking outside.,<none>
P04,noint,22,There are many stuff in the room and sun is shining.,I put my cell phone on the edge of the sofa.,<none>
P04,noint,23,There is a book on the desk in my room.,I am putting the prints between the books.,<none>
P04,noint,24,There are paper and book and cup on the desk.,I lift papers and put it between the book.,<none>
P04,noint,25,There are paper and book and cup on the desk.,I lift papers and put it between the book.,<none>
P04,noint,26,There are some stuff on the table in the room.,I am lifting the fluorescent fan.,<none>
P04,noint,27,There are some stuff on the table in the room.,I put my pencil case and notebook on the desk.,<none>
